rs863223723	-	-	-	-	-
rs387907303	-	-	-	-	-
rs375024753	-	-	-	-	-
rs144874401	-	-	-	-	-
rs149898447	-	-	-	-	-
rs863223724	-	-	-	-	-
rs863223722	-	-	-	-	-
rs139179843	-	-	-	-	-
rs149642284	-	-	-	-	-
rs140178396	-	-	-	-	-
rs775192483	-	-	-	-	-
rs767730615	-	-	-	-	-
rs368128582	-	-	-	-	-
rs775433131	-	-	-	-	-
rs150934009	-	-	-	-	-
rs200874294	-	-	-	-	-
rs759663808	-	-	-	-	-
rs764537708	-	-	-	-	-
rs760033804	-	-	-	-	-
rs376736872	-	-	-	-	-
rs75280988	-	-	-	-	-
rs773512836	-	-	-	-	-
rs141862996	-	-	-	-	-
rs200242660	-	-	-	-	-
rs115186522	-	-	-	-	-
rs370921440	-	-	-	-	-
rs770481744	-	-	-	-	-
rs775044622	-	-	-	-	-
rs771862077	-	-	-	-	-
rs760579911	-	-	-	-	-
rs768068601	-	-	-	-	-
rs140889128	-	-	-	-	-
rs148632347	-	-	-	-	-
rs150985728	-	-	-	-	-
rs114345135	-	-	-	-	-
rs111935632	-	-	-	-	-
rs61735580	-	-	-	-	-
rs775800782	-	-	-	-	-
rs376322470	-	-	-	-	-
rs730880212	-	-	-	-	-
rs141961299	-	-	-	-	-
rs863223725	-	-	-	-	-
rs144279718	-	-	-	-	-
rs764786977	-	-	-	-	-
rs373914574	-	-	-	-	-
rs863223727	-	-	-	-	-
rs35833638	-	-	-	-	-
rs146789646	-	-	-	-	-
rs863223726	-	-	-	-	-
rs774106502	-	-	-	-	-
rs773151547	-	-	-	-	-
rs201895384	-	-	-	-	-
rs750838146	-	-	-	-	-
rs756553942	-	-	-	-	-
rs863223728	-	-	-	-	-
rs754486257	-	-	-	-	-
rs863223721	-	-	-	-	-
rs747798210	-	-	-	-	-
rs372950890	-	-	-	-	-
rs724160001	-	-	-	-	-
rs61752095	PMID: 9683594  [PubMed - indexed for MEDLINE] PMCID: PMC1377304 	Identification of PEX10, the gene defective in complementation group 7 of the peroxisome-biogenesis disorders.	Warren DS1, Morrell JC, Moser HW, Valle D, Gould SJ.	Am J Hum Genet. 1998 Aug;63(2):347-59.	http://www.ncbi.nlm.nih.gov/pubmed/9683594
rs797044762	-	-	-	-	-
rs724160000	-	-	-	-	-
rs34154371	PMID: 15542397  [PubMed - indexed for MEDLINE]  	The PEX Gene Screen: molecular diagnosis of peroxisome biogenesis disorders in the Zellweger syndrome spectrum.	Steinberg S1, Chen L, Wei L, Moser A, Moser H, Cutting G, Braverman N.	Mol Genet Metab. 2004 Nov;83(3):252-63.	http://www.ncbi.nlm.nih.gov/pubmed/15542397
rs61752092	PMID: 15542397  [PubMed - indexed for MEDLINE]  	The PEX Gene Screen: molecular diagnosis of peroxisome biogenesis disorders in the Zellweger syndrome spectrum.	Steinberg S1, Chen L, Wei L, Moser A, Moser H, Cutting G, Braverman N.	Mol Genet Metab. 2004 Nov;83(3):252-63.	http://www.ncbi.nlm.nih.gov/pubmed/15542397
rs61736380	-	-	-	-	-
rs61750435	PMID: 10862081  [PubMed - indexed for MEDLINE]  	Phenotype-genotype relationships in PEX10-deficient peroxisome biogenesis disorder patients.	Warren DS1, Wolfe BD, Gould SJ.	Hum Mutat. 2000;15(6):509-21.	http://www.ncbi.nlm.nih.gov/pubmed/10862081
rs199934621	-	-	-	-	-
rs267608183	-	-	-	-	-
rs150344828	-	-	-	-	-
rs61750434	PMID: 9683594  [PubMed - indexed for MEDLINE] PMCID: PMC1377304 	Identification of PEX10, the gene defective in complementation group 7 of the peroxisome-biogenesis disorders.	Warren DS1, Morrell JC, Moser HW, Valle D, Gould SJ.	Am J Hum Genet. 1998 Aug;63(2):347-59.	http://www.ncbi.nlm.nih.gov/pubmed/9683594
rs724159999	-	-	-	-	-
rs2494598	-	-	-	-	-
rs1143016	-	-	-	-	-
rs724160002	-	-	-	-	-
rs4870	PMID: 24728327  [PubMed - indexed for MEDLINE] PMCID: PMC3984285 	Germline variation in cancer-susceptibility genes in a healthy, ancestrally diverse cohort: implications for individual genome sequencing.	Bodian DL1, McCutcheon JN1, Kothiyal P1, Huddleston KC1, Iyer RK1, Vockley JG1, Niederhuber JE1.	PLoS One. 2014 Apr 11;9(4):e94554. doi: 10.1371/journal.pone.0094554. eCollection 2014.	http://www.ncbi.nlm.nih.gov/pubmed/24728327
rs11573975	-	-	-	-	-
rs11573976	-	-	-	-	-
rs587777980	-	-	-	-	-
rs587777981	-	-	-	-	-
rs565961218	-	-	-	-	-
rs148507536	-	-	-	-	-
rs535767072	-	-	-	-	-
rs587777985	-	-	-	-	-
rs587777986	-	-	-	-	-
rs587777987	-	-	-	-	-
rs2257763	-	-	-	-	-
rs143920314	-	-	-	-	-
rs2281852	-	-	-	-	-
rs559512818	-	-	-	-	-
rs587777992	-	-	-	-	-
rs112070015	-	-	-	-	-
rs143696469	-	-	-	-	-
rs587777995	-	-	-	-	-
rs2234160	-	-	-	-	-
rs587777998	-	-	-	-	-
rs2234161	-	-	-	-	-
rs2234162	-	-	-	-	-
rs2234163	-	-	-	-	-
rs587778716	-	-	-	-	-
rs35239228	-	-	-	-	-
rs11573986	-	-	-	-	-
rs149579135	-	-	-	-	-
rs587778000	-	-	-	-	-
rs386352373	-	-	-	-	-
rs2234167	PMID: 24727690 	Single nucleotide polymorphism (SNP)-strings: an alternative method for assessing genetic associations.	Goodin DS, Khankhanian P.	PLoS One. 2014 Apr 11;9(4):e90034. doi: 10.1371/journal.pone.0090034. eCollection 2014.	http://www.ncbi.nlm.nih.gov//pubmed/24727690
	PMID: 20574445 	A non-synonymous SNP within membrane metalloendopeptidase-like 1 (MMEL1) is associated with multiple sclerosis.	Ban M, McCauley JL, Zuvich R, Baker A, Bergamaschi L, Cox M, Kemppinen A, D'Alfonso S, Guerini FR, Lechner-Scott J, Dudbridge F, Wason J, Robertson NP, De Jager PL, Hafler DA, Barcellos LF, Ivinson AJ, Sexton D, Oksenberg JR, Hauser SL, Pericak-Vance MA, Haines J, Compston A, Sawcer S.	Genes Immun. 2010 Dec;11(8):660-4. doi: 10.1038/gene.2010.36. Epub 2010 Jun 24.	http://www.ncbi.nlm.nih.gov//pubmed/20574445
rs371087831	-	-	-	-	-
rs587778717	-	-	-	-	-
rs397514744	-	-	-	-	-
rs2483221	-	-	-	-	-
rs565237990	-	-	-	-	-
rs397514742	-	-	-	-	-
rs397514743	-	-	-	-	-
rs202115331	-	-	-	-	-
rs756209340	-	-	-	-	-
rs201654872	-	-	-	-	-
rs374574638	-	-	-	-	-
rs35641267	-	-	-	-	-
rs773368924	-	-	-	-	-
rs374146357	-	-	-	-	-
rs369162678	-	-	-	-	-
rs763002637	-	-	-	-	-
rs377183096	-	-	-	-	-
rs115488133	-	-	-	-	-
rs115526767	-	-	-	-	-
rs9662691	-	-	-	-	-
rs375237454	-	-	-	-	-
rs398124290	-	-	-	-	-
rs144624477	-	-	-	-	-
rs539967736	-	-	-	-	-
rs139022622	-	-	-	-	-
rs555164	-	-	-	-	-
rs113445782	-	-	-	-	-
rs560329867	-	-	-	-	-
rs139767853	-	-	-	-	-
rs41280800	-	-	-	-	-
rs143020939	-	-	-	-	-
rs373369949	-	-	-	-	-
rs201433248	-	-	-	-	-
rs34265978	-	-	-	-	-
rs200166175	-	-	-	-	-
rs28940891	-	-	-	-	-
rs116606479	-	-	-	-	-
rs398124289	-	-	-	-	-
rs187947581	-	-	-	-	-
rs762709199	-	-	-	-	-
rs183885357	-	-	-	-	-
rs138025088	-	-	-	-	-
rs1287637	PMID: 20844548  [PubMed - indexed for MEDLINE]  	The novel and independent association between single-point SNP of NPHP4 gene and renal function in non-diabetic Japanese population: the Takahata study.	Konta T1, Takasaki S, Ichikawa K, Emi M, Toriyama S, Satoh H, Ikeda A, Suzuki K, Mashima Y, Shibata Y, Watanabe T, Kato T, Kawata S, Kubota I.	J Hum Genet. 2010 Dec;55(12):791-5. doi: 10.1038/jhg.2010.113. Epub  2010 Sep 16.	http://www.ncbi.nlm.nih.gov/pubmed/20844548
rs794727344	-	-	-	-	-
rs201074950	-	-	-	-	-
rs3747992	-	-	-	-	-
rs114545322	-	-	-	-	-
rs3747990	-	-	-	-	-
rs398124288	-	-	-	-	-
rs17472401	-	-	-	-	-
rs794727229	-	-	-	-	-
rs794727210	-	-	-	-	-
rs371429952	-	-	-	-	-
rs137852919	-	-	-	-	-
rs137852918	-	-	-	-	-
rs587783026	-	-	-	-	-
rs137852922	-	-	-	-	-
rs149244006	-	-	-	-	-
rs148424288	-	-	-	-	-
rs191913664	-	-	-	-	-
rs587783027	-	-	-	-	-
rs137852920	-	-	-	-	-
rs137852923	-	-	-	-	-
rs191602135	-	-	-	-	-
rs200104274	-	-	-	-	-
rs371464727	-	-	-	-	-
rs12120967	-	-	-	-	-
rs201903713	-	-	-	-	-
rs114900019	-	-	-	-	-
rs35264155	-	-	-	-	-
rs775251652	-	-	-	-	-
rs375051705	-	-	-	-	-
rs199557439	-	-	-	-	-
rs146078470	-	-	-	-	-
rs7520105	-	-	-	-	-
rs749571139	-	-	-	-	-
rs201464887	-	-	-	-	-
rs794727973	-	-	-	-	-
rs398124287	-	-	-	-	-
rs115272639	-	-	-	-	-
rs752644932	-	-	-	-	-
rs863224422	-	-	-	-	-
rs200754878	-	-	-	-	-
rs775927621	-	-	-	-	-
rs201065230	-	-	-	-	-
rs372171438	-	-	-	-	-
rs143323188	-	-	-	-	-
rs368335406	-	-	-	-	-
rs146277144	-	-	-	-	-
rs776061422	-	-	-	-	-
rs145666801	-	-	-	-	-
rs727504727	-	-	-	-	-
rs148390614	-	-	-	-	-
rs115143295	-	-	-	-	-
rs116413227	-	-	-	-	-
rs201251427	-	-	-	-	-
rs142638391	-	-	-	-	-
rs727504842	-	-	-	-	-
rs121908134	-	-	-	-	-
rs121908135	-	-	-	-	-
rs121908136	-	-	-	-	-
rs727503039	-	-	-	-	-
rs773530688	-	-	-	-	-
rs764378556	-	-	-	-	-
rs768995193	-	-	-	-	-
rs202191898	-	-	-	-	-
rs113541584	-	-	-	-	-
rs748573566	-	-	-	-	-
rs62639695	-	-	-	-	-
rs730600	-	-	-	-	-
rs397515456	-	-	-	-	-
rs63750315	PMID: 17564964  [PubMed - indexed for MEDLINE] PMCID: PMC1950913 	The nuclear factor kappaB-activator gene PLEKHG5 is mutated in a form of autosomal recessive lower motor neuron disease with childhood onset.	Maystadt I1, Rezsöhazy R, Barkats M, Duque S, Vannuffel P, Remacle S, Lambert B, Najimi M, Sokal E, Munnich A, Viollet L, Verellen-Dumoulin C.	Am J Hum Genet. 2007 Jul;81(1):67-76. Epub  2007 May 16.	http://www.ncbi.nlm.nih.gov/pubmed/17564964
rs150807400	-	-	-	-	-
rs143545780	-	-	-	-	-
rs370515061	-	-	-	-	-
rs373184968	-	-	-	-	-
rs397515455	-	-	-	-	-
rs199794578	-	-	-	-	-
rs61741379	-	-	-	-	-
rs146651455	-	-	-	-	-
rs142378760	-	-	-	-	-
rs377503203	-	-	-	-	-
rs397515454	-	-	-	-	-
rs3007429	-	-	-	-	-
rs3737906	-	-	-	-	-
rs12128526	-	-	-	-	-
rs374177752	-	-	-	-	-
rs863224853	-	-	-	-	-
rs41278952	-	-	-	-	-
rs864309640	-	-	-	-	-
rs74315351	-	-	-	-	-
rs137853051	-	-	-	-	-
rs74315353	-	-	-	-	-
rs398124657	-	-	-	-	-
rs74315352	-	-	-	-	-
rs74315354	-	-	-	-	-
rs28938172	-	-	-	-	-
rs779760381	-	-	-	-	-
rs398122818	-	-	-	-	-
rs12032814	-	-	-	-	-
rs398122817	-	-	-	-	-
rs398122816	-	-	-	-	-
rs387907167	-	-	-	-	-
rs6688832	PMID: 26452272 	Association Analysis between the Polymorphisms of HSD11B1 and H6PD and Risk of Polycystic Ovary Syndrome in Chinese Population.	Ju R, Wu W, Tang Q, Wu D, Xia Y, Wu J, Wang X.	PLoS One. 2015 Oct 9;10(10):e0140326. doi: 10.1371/journal.pone.0140326. eCollection 2015.	http://www.ncbi.nlm.nih.gov//pubmed/26452272
	PMID: 22306327 	The R453Q and D151A polymorphisms of hexose-6-phosphate dehydrogenase gene (H6PD) influence the polycystic ovary syndrome (PCOS) and obesity.	Martínez-García MA, San-Millán JL, Escobar-Morreale HF.	Gene. 2012 Apr 10;497(1):38-44. doi: 10.1016/j.gene.2012.01.047. Epub 2012 Jan 28.	http://www.ncbi.nlm.nih.gov//pubmed/22306327
	PMID: 20200332 	Family-based analysis of candidate genes for polycystic ovary syndrome.	Ewens KG, Stewart DR, Ankener W, Urbanek M, McAllister JM, Chen C, Baig KM, Parker SC, Margulies EH, Legro RS, Dunaif A, Strauss JF 3rd, Spielman RS.	J Clin Endocrinol Metab. 2010 May;95(5):2306-15. doi: 10.1210/jc.2009-2703. Epub 2010 Mar 3.	http://www.ncbi.nlm.nih.gov//pubmed/20200332
	PMID: 19935835 	Hexose-6-phosphate dehydrogenase: a new risk gene for multiple sclerosis.	Alcina A, Ramagopalan SV, Fernández O, Catalá-Rabasa A, Fedetz M, Ndagire D, Leyva L, Arnal C, Delgado C, Lucas M, Izquierdo G, Ebers GC, Matesanz F.	Eur J Hum Genet. 2010 May;18(5):618-20. doi: 10.1038/ejhg.2009.213. Epub 2009 Nov 25.	http://www.ncbi.nlm.nih.gov//pubmed/19935835
	PMID: 18603647 	Functional genetic polymorphisms and female reproductive disorders: Part I: Polycystic ovary syndrome and ovarian response.	Simoni M, Tempfer CB, Destenaves B, Fauser BC.	Hum Reprod Update. 2008 Sep-Oct;14(5):459-84. doi: 10.1093/humupd/dmn024. Epub 2008 Jul 4. Review.	http://www.ncbi.nlm.nih.gov//pubmed/18603647
	PMID: 18288507 	Structural genomic variation in ischemic stroke.	Matarin M, Simon-Sanchez J, Fung HC, Scholz S, Gibbs JR, Hernandez DG, Crews C, Britton A, De Vrieze FW, Brott TG, Brown RD Jr, Worrall BB, Silliman S, Case LD, Hardy JA, Rich SS, Meschia JF, Singleton AB.	Neurogenetics. 2008 May;9(2):101-8. doi: 10.1007/s10048-008-0119-3. Epub 2008 Feb 21.	http://www.ncbi.nlm.nih.gov//pubmed/18288507
	PMID: 16817821 	Variants implicated in cortisone reductase deficiency do not contribute to susceptibility to common forms of polycystic ovary syndrome.	Draper N, Powell BL, Franks S, Conway GS, Stewart PM, McCarthy MI.	Clin Endocrinol (Oxf). 2006 Jul;65(1):64-70.	http://www.ncbi.nlm.nih.gov//pubmed/16817821
rs606231222	-	-	-	-	-
rs28730670	-	-	-	-	-
rs587777390	-	-	-	-	-
rs587777389	-	-	-	-	-
rs397518423	-	-	-	-	-
rs387907294	-	-	-	-	-
rs138613460	-	-	-	-	-
rs748902766	-	-	-	-	-
rs387907292	-	-	-	-	-
rs387907293	-	-	-	-	-
rs142968179	-	-	-	-	-
rs368062092	-	-	-	-	-
rs150726175	PMID: 22842231  [PubMed - indexed for MEDLINE]  	Exome sequencing identifies NMNAT1 mutations as a cause of Leber congenital amaurosis.	Chiang PW1, Wang J, Chen Y, Fu Q, Zhong J, Chen Y, Yi X, Wu R, Gan H, Shi Y, Chen Y, Barnett C, Wheaton D, Day M, Sutherland J, Heon E, Weleber RG, Gabriel LA, Cong P, Chuang K, Ye S, Sallum JM, Qi M.	Nat Genet. 2012 Sep;44(9):972-4. doi: 10.1038/ng.2370. Epub  2012 Jul 29.	http://www.ncbi.nlm.nih.gov/pubmed/22842231
rs387907291	-	-	-	-	-
rs387907290	-	-	-	-	-
rs760368705	-	-	-	-	-
rs138324955	-	-	-	-	-
rs12402052	-	-	-	-	-
rs121908160	-	-	-	-	-
rs139613776	-	-	-	-	-
rs373698346	-	-	-	-	-
rs3753037	-	-	-	-	-
rs752648536	-	-	-	-	-
rs543345616	-	-	-	-	-
rs794727328	-	-	-	-	-
rs58344165	-	-	-	-	-
rs121908161	-	-	-	-	-
rs587777883	-	-	-	-	-
rs41274458	-	-	-	-	-
rs749823391	-	-	-	-	-
rs140015591	-	-	-	-	-
rs145846362	-	-	-	-	-
rs121908162	-	-	-	-	-
rs374098797	-	-	-	-	-
rs141224290	-	-	-	-	-
rs147318592	-	-	-	-	-
rs121908163	-	-	-	-	-
rs772177176	-	-	-	-	-
rs200561798	-	-	-	-	-
rs12125492	-	-	-	-	-
rs121908164	-	-	-	-	-
rs147066476	-	-	-	-	-
rs778240671	-	-	-	-	-
rs143669846	-	-	-	-	-
rs75413741	-	-	-	-	-
rs11121552	-	-	-	-	-
rs398124174	-	-	-	-	-
rs146359055	-	-	-	-	-
rs12061667	-	-	-	-	-
rs148479162	-	-	-	-	-
rs284238	-	-	-	-	-
rs145867351	-	-	-	-	-
rs61752116	-	-	-	-	-
rs147706488	-	-	-	-	-
rs727504081	-	-	-	-	-
rs796065336	-	-	-	-	-
rs201120958	-	-	-	-	-
rs2128414	-	-	-	-	-
rs11539794	-	-	-	-	-
rs80356717	PMID: 18372902  [PubMed - indexed for MEDLINE]  	TARDBP mutations in individuals with sporadic and familial amyotrophic lateral sclerosis.	Kabashi E1, Valdmanis PN, Dion P, Spiegelman D, McConkey BJ, Vande Velde C, Bouchard JP, Lacomblez L, Pochigaeva K, Salachas F, Pradat PF, Camu W, Meininger V, Dupre N, Rouleau GA.	Nat Genet. 2008 May;40(5):572-4. doi: 10.1038/ng.132. Epub  2008 Mar 30.	http://www.ncbi.nlm.nih.gov/pubmed/18372902
rs267607102	-	-	-	-	-
rs121908395	-	-	-	-	-
rs80356721	PMID: 19236453 	TARDBP (TDP-43) sequence analysis in patients with familial and sporadic ALS: identification of two novel mutations.	Del Bo R, Ghezzi S, Corti S, Pandolfo M, Ranieri M, Santoro D, Ghione I, Prelle A, Orsetti V, Mancuso M, Sorarù G, Briani C, Angelini C, Siciliano G, Bresolin N, Comi GP.	Eur J Neurol. 2009 Jun;16(6):727-32. doi: 10.1111/j.1468-1331.2009.02574.x. Epub 2009 Feb 19.	http://www.ncbi.nlm.nih.gov//pubmed/19236453
	PMID: 18309045 	TDP-43 mutations in familial and sporadic amyotrophic lateral sclerosis.	Sreedharan J, Blair IP, Tripathi VB, Hu X, Vance C, Rogelj B, Ackerley S, Durnall JC, Williams KL, Buratti E, Baralle F, de Belleroche J, Mitchell JD, Leigh PN, Al-Chalabi A, Miller CC, Nicholson G, Shaw CE.	Science. 2008 Mar 21;319(5870):1668-72. doi: 10.1126/science.1154584. Epub 2008 Feb 28.	http://www.ncbi.nlm.nih.gov//pubmed/18309045
rs80356723	PMID: 19236453  [PubMed - indexed for MEDLINE]  	TARDBP (TDP-43) sequence analysis in patients with familial and sporadic ALS: identification of two novel mutations.	Del Bo R1, Ghezzi S, Corti S, Pandolfo M, Ranieri M, Santoro D, Ghione I, Prelle A, Orsetti V, Mancuso M, Sorarù G, Briani C, Angelini C, Siciliano G, Bresolin N, Comi GP.	Eur J Neurol. 2009 Jun;16(6):727-32. doi: 10.1111/j.1468-1331.2009.02574.x. Epub  2009 Feb 19.	http://www.ncbi.nlm.nih.gov/pubmed/19236453
rs4884357	PMID: 18396105  [PubMed - indexed for MEDLINE] PMCID: PMC3546119 	TARDBP mutations in amyotrophic lateral sclerosis with TDP-43 neuropathology: a genetic and histopathological analysis.	Van Deerlin VM1, Leverenz JB, Bekris LM, Bird TD, Yuan W, Elman LB, Clay D, Wood EM, Chen-Plotkin AS, Martinez-Lage M, Steinbart E, McCluskey L, Grossman M, Neumann M, Wu IL, Yang WS, Kalb R, Galasko DR, Montine TJ, Trojanowski JQ, Lee VM, Schellenberg GD, Yu CE.	Lancet Neurol. 2008 May;7(5):409-16. doi: 10.1016/S1474-4422(08)70071-1. Epub  2008 Apr 7.	http://www.ncbi.nlm.nih.gov/pubmed/18396105
rs80356726	PMID: 18288693  [PubMed - indexed for MEDLINE] PMCID: PMC2747362 	TDP-43 A315T mutation in familial motor neuron disease.	Gitcho MA1, Baloh RH, Chakraverty S, Mayo K, Norton JB, Levitch D, Hatanpaa KJ, White CL 3rd, Bigio EH, Caselli R, Baker M, Al-Lozi MT, Morris JC, Pestronk A, Rademakers R, Goate AM, Cairns NJ.	Ann Neurol. 2008 Apr;63(4):535-8. doi: 10.1002/ana.21344.	http://www.ncbi.nlm.nih.gov/pubmed/18288693
rs80356727	-	-	-	-	-
rs80356730	PMID: 18309045  [PubMed - indexed for MEDLINE]  	TDP-43 mutations in familial and sporadic amyotrophic lateral sclerosis.	Sreedharan J1, Blair IP, Tripathi VB, Hu X, Vance C, Rogelj B, Ackerley S, Durnall JC, Williams KL, Buratti E, Baralle F, de Belleroche J, Mitchell JD, Leigh PN, Al-Chalabi A, Miller CC, Nicholson G, Shaw CE.	Science. 2008 Mar 21;319(5870):1668-72. doi: 10.1126/science.1154584. Epub  2008 Feb 28.	http://www.ncbi.nlm.nih.gov/pubmed/18309045
rs80356731	PMID: 18438952  [PubMed - indexed for MEDLINE]  	TDP-43 mutation in familial amyotrophic lateral sclerosis.	Yokoseki A1, Shiga A, Tan CF, Tagawa A, Kaneko H, Koyama A, Eguchi H, Tsujino A, Ikeuchi T, Kakita A, Okamoto K, Nishizawa M, Takahashi H, Onodera O.	Ann Neurol. 2008 Apr;63(4):538-42. doi: 10.1002/ana.21392.	http://www.ncbi.nlm.nih.gov/pubmed/18438952
rs80356733	PMID: 18779421 	Two German kindreds with familial amyotrophic lateral sclerosis due to TARDBP mutations.	Kühnlein P, Sperfeld AD, Vanmassenhove B, Van Deerlin V, Lee VM, Trojanowski JQ, Kretzschmar HA, Ludolph AC, Neumann M.	Arch Neurol. 2008 Sep;65(9):1185-9. doi: 10.1001/archneur.65.9.1185.	http://www.ncbi.nlm.nih.gov//pubmed/18779421
	PMID: 18372902 	TARDBP mutations in individuals with sporadic and familial amyotrophic lateral sclerosis.	Kabashi E, Valdmanis PN, Dion P, Spiegelman D, McConkey BJ, Vande Velde C, Bouchard JP, Lacomblez L, Pochigaeva K, Salachas F, Pradat PF, Camu W, Meininger V, Dupre N, Rouleau GA.	Nat Genet. 2008 May;40(5):572-4. doi: 10.1038/ng.132. Epub 2008 Mar 30.	http://www.ncbi.nlm.nih.gov//pubmed/18372902
rs367543041	PMID: 19236453 	TARDBP (TDP-43) sequence analysis in patients with familial and sporadic ALS: identification of two novel mutations.	Del Bo R, Ghezzi S, Corti S, Pandolfo M, Ranieri M, Santoro D, Ghione I, Prelle A, Orsetti V, Mancuso M, Sorarù G, Briani C, Angelini C, Siciliano G, Bresolin N, Comi GP.	Eur J Neurol. 2009 Jun;16(6):727-32. doi: 10.1111/j.1468-1331.2009.02574.x. Epub 2009 Feb 19.	http://www.ncbi.nlm.nih.gov//pubmed/19236453
	PMID: 19224587 	High frequency of TARDBP gene mutations in Italian patients with amyotrophic lateral sclerosis.	Corrado L, Ratti A, Gellera C, Buratti E, Castellotti B, Carlomagno Y, Ticozzi N, Mazzini L, Testa L, Taroni F, Baralle FE, Silani V, D'Alfonso S.	Hum Mutat. 2009 Apr;30(4):688-94. doi: 10.1002/humu.20950.	http://www.ncbi.nlm.nih.gov//pubmed/19224587
	PMID: 18372902 	TARDBP mutations in individuals with sporadic and familial amyotrophic lateral sclerosis.	Kabashi E, Valdmanis PN, Dion P, Spiegelman D, McConkey BJ, Vande Velde C, Bouchard JP, Lacomblez L, Pochigaeva K, Salachas F, Pradat PF, Camu W, Meininger V, Dupre N, Rouleau GA.	Nat Genet. 2008 May;40(5):572-4. doi: 10.1038/ng.132. Epub 2008 Mar 30.	http://www.ncbi.nlm.nih.gov//pubmed/18372902
rs797044594	-	-	-	-	-
rs797044595	-	-	-	-	-
rs80356744	PMID: 18931000  [PubMed - indexed for MEDLINE]  	Contribution of TARDBP mutations to sporadic amyotrophic lateral sclerosis.	Daoud H1, Valdmanis PN, Kabashi E, Dion P, Dupré N, Camu W, Meininger V, Rouleau GA.	J Med Genet. 2009 Feb;46(2):112-4. doi: 10.1136/jmg.2008.062463. Epub  2008 Oct 17.	http://www.ncbi.nlm.nih.gov/pubmed/18931000
rs387906334	-	-	-	-	-
rs72550870	PMID: 24632598 	Association of MASP-2 levels and MASP2 gene polymorphisms with rheumatoid arthritis in patients and their relatives.	Goeldner I, Skare T, Boldt AB, Nass FR, Messias-Reason IJ, Utiyama SR.	PLoS One. 2014 Mar 14;9(3):e90979. doi: 10.1371/journal.pone.0090979. eCollection 2014.	http://www.ncbi.nlm.nih.gov//pubmed/24632598
